Individual_Match No,Player,Team,Opp_Team,RH/LH,Match_Type,Ground,Role,Runs,Wickets,Dream11_ Points,Dismissal
M14,Rabada,DC,RCB,RH,Chasing,Sheikh Zayed,BALL,,2,54,
M14,Nortje,DC,RCB,LH,Chasing,Sheikh Zayed,BALL,,3,79,
M14,A Rahane,DC,RCB,RH,Chasing,Sheikh Zayed,BAT,60,,93,
M14,De Kock,MI,SRH,LH,Defending,Sharjah,WK,25,,35,BOLD
M14,S.Yadav,MI,SRH,RH,Defending,Sharjah,BAT,36,,45,STUMPING
M14,Ishan Kishan,MI,SRH,LH,Defending,Sharjah,WK,33,,42,BOLD
M14,Krunal Pandya,MI,SRH,LH,Defending,Sharjah,ALL,0,0,-4,CAUGHT
M14,Rohit Sharma,MI,SRH,RH,Defending,Sharjah,BAT,4,,8,CAUGHT
M14,Kieron Pollard,MI,SRH,RH,Defending,Sharjah,ALL,41,,55,BOLD
M14,Coulter Nile,MI,SRH,RH,Defending,Sharjah,BALL,1,0,5,CAUGHT
M14,Rahul Chahar,MI,SRH,RH,Defending,Sharjah,BALL,,0,2,
M14,Pattinson,MI,SRH,RH,Defending,Sharjah,BALL,4,0,6,NO
M14,Saurabh Tiwary,MI,SRH,LH,Defending,Sharjah,BAT,1,,5,CAUGHT
M14,Warner,SRH,MI,LH,Chasing,Sharjah,BAT,85,,117,NO
M14,W Saha,SRH,MI,RH,Chasing,Sharjah,WK,58,,99,NO
M14,Manish Pandey,SRH,MI,RH,Chasing,Sharjah,BAT,,,4,
M14,Kane Williamson,SRH,MI,RH,Chasing,Sharjah,BAT,,,12,
M14,Jason Holder,SRH,MI,RH,Chasing,Sharjah,ALL,,2,54,
M14,Priyam Garg,SRH,MI,RH,Chasing,Sharjah,BAT,,,12,
M14,Abdul Samad,SRH,MI,LH,Chasing,Sharjah,ALL,,,4,
M14,Shahbaz Nadeem,SRH,MI,RH,Chasing,Sharjah,BAT,,2,58,
M14,Rashid Khan,SRH,MI,RH,Chasing,Sharjah,BALL,,1,29,
M14,Sandeep Sharma,SRH,MI,LH,Chasing,Sharjah,BALL,,3,79,
M14,Natarajan,SRH,MI,LH,Chasing,Sharjah,BALL,,0,2,
M15,De Kock,MI,DC,LH,Defending,Dubai,WK,40,,67,CAUGHT
M15,S.Yadav,MI,DC,RH,Defending,Dubai,BAT,51,,81,CAUGHT
M15,Ishan Kishan,MI,DC,LH,Defending,Dubai,WK,55,,77,NO
M15,Krunal Pandya,MI,DC,LH,Defending,Dubai,ALL,13,1,46,CAUGHT
M15,Rohit Sharma,MI,DC,RH,Defending,Dubai,BAT,0,,10,LBW
M15,Kieron Pollard,MI,DC,RH,Defending,Dubai,ALL,0,1,25,CAUGHT
M15,Coulter Nile,MI,DC,RH,Defending,Dubai,BALL,,0,4,
M15,Rahul Chahar,MI,DC,RH,Defending,Dubai,BALL,,0,6,
M15,Boult,MI,DC,LH,Defending,Dubai,BALL,,2,66,
M15,Bumrah,MI,DC,RH,Defending,Dubai,BALL,,4,126,
M15,Hardik Pandya,MI,DC,RH,Defending,Dubai,ALL,37,,51,NO
M15,P.Shaw,DC,MI,RH,Chasing,Dubai,BAT,0,,2,CAUGHT
M15,Shikhar Dhawan,DC,MI,LH,Chasing,Dubai,BAT,0,,10,BOLD
M15,Axar Patel,DC,MI,LH,Chasing,Dubai,ALL,42,0,52,CAUGHT
M15,Shreyas Iyer,DC,MI,RH,Chasing,Dubai,BAT,12,,19,CAUGHT
M15,Rishabh Pant,DC,MI,LH,Chasing,Dubai,WK,3,,7,CAUGHT
M15,Marcus Stoinis,DC,MI,RH,Chasing,Dubai,ALL,65,1,114,BOLD
M15,Ashwin,DC,MI,RH,Chasing,Dubai,BALL,,3,79,
M15,Daniel Sams,DC,MI,RH,Chasing,Dubai,ALL,0,0,14,CAUGHT
M15,Rabada,DC,MI,RH,Chasing,Dubai,BALL,15,0,25,NO
M15,Nortje,DC,MI,LH,Chasing,Dubai,BALL,,1,23,
M15,A Rahane,DC,MI,RH,Chasing,Dubai,BAT,0,,2,LBW
M15,Devdutt Padikkal,RCB,SRH,LH,Defending,Sheikh Zayed,BAT,1,,5,CAUGHT
M15,Aaron Finch,RCB,SRH,RH,Defending,Sheikh Zayed,WK,32,,41,CAUGHT
M15,Virat Kohli,RCB,SRH,RH,Defending,Sheikh Zayed,BAT,6,,10,CAUGHT
M15,AB de Villiers,RCB,SRH,RH,Defending,Sheikh Zayed,WK,56,,97,BOLD
M15,Shivam Dube,RCB,SRH,LH,Defending,Sheikh Zayed,ALL,8,0,10,CAUGHT
M15,W Sundar,RCB,SRH,LH,Defending,Sheikh Zayed,ALL,5,0,5,CAUGHT
M15,Moeen Ali,RCB,SRH,LH,Defending,Sheikh Zayed,ALL,0,0,2,RUNOUT
M15,Mohammed Siraj,RCB,SRH,RH,Defending,Sheikh Zayed,BAT,10,2,65,NO
M15,Adam Zampa,RCB,SRH,RH,Defending,Sheikh Zayed,BALL,,1,43,
M15,Navdeep Saini,RCB,SRH,RH,Defending,Sheikh Zayed,BALL,9,0,14,NO
M15,Y Chahal,RCB,SRH,RH,Defending,Sheikh Zayed,BALL,,1,31,
M15,Warner,SRH,RCB,LH,Chasing,Sheikh Zayed,BAT,17,,32,CAUGHT
M15,S Goswami,SRH,RCB,RH,Chasing,Sheikh Zayed,WK,0,,10,CAUGHT
M15,Manish Pandey,SRH,RCB,RH,Chasing,Sheikh Zayed,BAT,24,,33,CAUGHT
M15,Kane Williamson,SRH,RCB,RH,Chasing,Sheikh Zayed,BAT,50,,68,NO
M15,Jason Holder,SRH,RCB,RH,Chasing,Sheikh Zayed,ALL,24,3,106,NO
M15,Priyam Garg,SRH,RCB,RH,Chasing,Sheikh Zayed,BAT,7,,15,CAUGHT
M15,Abdul Samad,SRH,RCB,LH,Chasing,Sheikh Zayed,ALL,,,20,
M15,Shahbaz Nadeem,SRH,RCB,RH,Chasing,Sheikh Zayed,BAT,,1,29,
M15,Rashid Khan,SRH,RCB,RH,Chasing,Sheikh Zayed,BALL,,0,18,
M15,Sandeep Sharma,SRH,RCB,LH,Chasing,Sheikh Zayed,BALL,,0,6,
M15,Natarajan,SRH,RCB,LH,Chasing,Sheikh Zayed,BALL,,2,54,
M16,Marcus Stoinis,DC,SRH,RH,Defending,Sheikh Zayed,ALL,38,3,132,BOLD
M16,Shikhar Dhawan,DC,SRH,LH,Defending,Sheikh Zayed,BAT,78,,100,LBW
M16,Shreyas Iyer,DC,SRH,RH,Defending,Sheikh Zayed,BAT,21,,26,CAUGHT
M16,Hetmeyer,DC,SRH,LH,Defending,Sheikh Zayed,BAT,42,,52,NO
M16,Rishabh Pant,DC,SRH,LH,Defending,Sheikh Zayed,WK,2,,6,NO
M16,A Rahane,DC,SRH,RH,Defending,Sheikh Zayed,BAT,,,4,
M16,Axar Patel,DC,SRH,LH,Defending,Sheikh Zayed,BALL,,1,37,
M16,Rabada,DC,SRH,LH,Defending,Sheikh Zayed,BALL,,4,120,
M16,Nortje,DC,SRH,RH,Defending,Sheikh Zayed,BALL,,0,10,
M16,Ashwin,DC,SRH,RH,Defending,Sheikh Zayed,BALL,,0,0,
M16,S Goswami,SRH,DC,RH,Chasing,Sheikh Zayed,WK,0,,2,CAUGHT
M16,Warner,SRH,DC,LH,Chasing,Sheikh Zayed,BAT,2,,6,BOLD
M16,Manish Pandey,SRH,DC,RH,Chasing,Sheikh Zayed,BAT,21,,36,CAUGHT
M16,Kane Williamson,SRH,DC,RH,Chasing,Sheikh Zayed,BAT,67,,92,CAUGHT
M16,Jason Holder,SRH,DC,RH,Chasing,Sheikh Zayed,ALL,11,1,35,CAUGHT
M16,Priyam Garg,SRH,DC,RH,Chasing,Sheikh Zayed,BAT,17,,25,BOLD
M16,Abdul Samad,SRH,DC,LH,Chasing,Sheikh Zayed,ALL,33,,43,CAUGHT
M16,Shahbaz Nadeem,SRH,DC,RH,Chasing,Sheikh Zayed,BAT,2,0,0,NO
M16,Rashid Khan,SRH,DC,RH,Chasing,Sheikh Zayed,BALL,11,1,43,CAUGHT
M16,Sandeep Sharma,SRH,DC,LH,Chasing,Sheikh Zayed,BALL,2,1,31,NO
M16,Natarajan,SRH,DC,LH,Chasing,Sheikh Zayed,BALL,,0,4,
M17,Marcus Stoinis,DC,MI,RH,Defending,Dubai,ALL,0,1,21,CAUGHT
M17,Shikhar Dhawan,DC,MI,LH,Defending,Dubai,BAT,15,,22,BOLD
M17,Shreyas Iyer,DC,MI,RH,Defending,Dubai,BAT,65,,87,NO
M17,Hetmeyer,DC,MI,LH,Defending,Dubai,BAT,5,,10,CAUGHT
M17,Rishabh Pant,DC,MI,LH,Defending,Dubai,WK,56,,90,CAUGHT
M17,A Rahane,DC,MI,RH,Defending,Dubai,BAT,2,,14,CAUGHT
M17,Axar Patel,DC,MI,LH,Defending,Dubai,BALL,9,0,18,CAUGHT
M17,Rabada,DC,MI,LH,Defending,Dubai,BALL,0,1,25,RUNOUT
M17,Nortje,DC,MI,RH,Defending,Dubai,BALL,,2,52,
M17,Ashwin,DC,MI,RH,Defending,Dubai,BALL,,0,4,
M16,De Kock,MI,DC,LH,Defending,Dubai,WK,20,,45,CAUGHT
M16,S.Yadav,MI,DC,RH,Defending,Dubai,BAT,19,,32,RUNOUT
M16,Ishan Kishan,MI,DC,LH,Defending,Dubai,WK,33,,42,NO
M16,Krunal Pandya,MI,DC,LH,Defending,Dubai,ALL,1,0,3,NO
M16,Rohit Sharma,MI,DC,RH,Defending,Dubai,BAT,68,,93,CAUGHT
M16,Kieron Pollard,MI,DC,RH,Defending,Dubai,ALL,9,0,15,BOLD
M16,Coulter Nile,MI,DC,RH,Defending,Dubai,BALL,,2,68,
M16,Boult,MI,DC,LH,Defending,Dubai,BALL,, ,79,
M16,Bumrah,MI,DC,RH,Defending,Dubai,BALL,,0,4,
M16,Hardik Pandya,MI,DC,RH,Defending,Dubai,ALL,3,,15,CAUGHT
,,,,,,,,,,,RUNOUT
